句子,过渡句,交互句,其他
你给他说的真好，一定是专业这个表里面有的专业号，吧也就是说这个竹竹马它已有的值，,0,0,1
对不对？,0,1,0
医疗的事，,0,0,1
你想你这个学校都没有开这个专业，你怎么能随便去学一个学生是很专业的，对不对？,1,2,0
啊就是说第一它可以取空值，第二它不取空值的时候它取什么值，呢它只能取它里面有的，,0,0,1
这个就叫做参照的意思，对吧？有一种参它的曲子要参照它的啊所在那个,0,1,0
作为主码所在的那个表里面已有的指标。,0,0,1
好，那这我们回到这个这个表的情况下，,0,0,1
这个当然上帝都输了的，这个表里面单独来看学号是外码对不对？唉,0,1,0
但是他他准备取空值，呢这是一个问题。啊,0,0,1
我们说外码原则上是可以去通则的，但是有一种情况，当他,0,0,1
又是自身这个表组码的一部分的时候，这种情况下的外码是不能去控制。,0,0,1
我们多次在清末头好像因为还是有不少的人在这个问题上文想啊,0,0,1
外码是可以去控制的，但是如果他又是自身这个表的数码的一部分，,0,0,1
那么它就不能去控制。,0,0,1
唉我们说它在同一个表里面，它只能说又是外码又是主码部分，,0,0,1
它不能说又是外码又是主码，这是不可能的对吧？唉这个只能说它又是外码又是主码的一部分，,0,1,0
那么学号这个情况下，学号不能去控制课程好不能去，,0,0,1
那么它也取什么值？呢它的取值仍然要参照,0,0,1
学生表里边已有的学号，是不是？啊你你上去说你出这个选修这个表出学号的，你能不能这个表里面都没有学号，你把它输进去，啊,0,0,1
啊这个不行的，连学生都没有，你怎么有学科信息呢对不对对不对？,1,3,0
好，这个课程号的曲子一定要参照这边的课程哈是吧？唉参照这个课程表里面课程号已有的，,0,0,1
就说你开了哪些课程是吧？,0,0,1
唉他才可能取取电池，啊可能取电池这个约束,0,0,1
这种环节的约束，我们称为关系数据库里边的参照文体约束工作。,0,0,1
好，第三种情况，大家看我屏幕上这个表，,0,0,1
第三种情况是一个什么情况？呢你看啊这个关系里边竹马是谁？田航。那么这个地方,0,0,1
在同一表里面有一个什么？噢这样班长是什么？,0,0,1
班长是指班长学哈对不对？这个班长的曲子这个班长是不是他他的学分应该来自于这个学生？,0,1,0
孩子学的也好，唉所以这个地方这个班长是一个外行，这也是一个嗯，,0,0,1
他的曲子他没有参照另外一个表里面，是不是啊他是参照他自己这个表里面的这个写法，唉,0,0,1
看到自自身这个表里面去了。,0,0,1
所以我们嗯,0,0,1
我们这个回到这个根源的模型的时候，大家我不知道有没有注意，啊我们前面给大家看那个液压图的时候，,0,0,1
多数情况下是两个实体之间存在一种联系，对吧？唉,0,1,0
有没有大家注意，实际上我们看的都有有，一种是这个实体自身什么？存在一种联系对吧？,0,1,0
智能城你比如说我是学生实体，学生实体他自身有一种联系，呢学生实体我分为两个群体，,0,0,1
有学生干部和什么？唉一般的学生是不是？啊那么他们之间它存在一种管理，,0,0,1
被管理或者是领导被领导的一种一种关系，吧是不是？唉这个就实际上是反映了这个情况？啊,0,0,1
嗯这个班长什么？他引用了他自身这个关系的这个这个学号，,0,0,1
板长的取值，他一定要参照这里面已有的，比如说他只能取这个范围内，对吧？,0,1,1
好，,0,0,1
大家看啊,0,0,1
我我在这个云课堂论坛上面的啊第一个问题就是清楚,0,0,1
这个问题。啊第二个问题啊参照的问题。我们来仔细看，啊,0,0,1
他说f是基本关系r的一个和一组数值，f,0,0,1
是r关系里面一个属性子集，吧可以这样说，吧对不对？啊这个f呢它不是r的主，,0,1,0
就像那个专业号一样是吧？古色儿的竹马，而而我们对应的这个学生表，,0,0,1
那个 S对应到那个专业表啊这样来定，,0,0,1
这个f不是不是这个学生表里面主码，因为学生表主码是学号嘛对不对？,0,1,1
但是它是另外一个关系，s的地方就是专业专业这个表里面的主码是不是？啊唉,0,0,1
它和探索马ks相对应啊相对越多是专业化，啊那么这个时候f是什么？,0,0,1
 F就是r的什么？Y和r和s之间谁是参照关系，谁是被参照关系去的，,0,0,1
啊有点啊谁是参照关系，谁是被参照关系。,0,0,1
比如说学生表和专业表，哪一个是参照关系，哪一个是被称？啊,0,0,1
这个是s我们把它看成是专业表对不对？,0,1,0
这个专业表因为这个 R里面有个f嘛对吧？F是y码，y码的取值是不是要参照这个里面的码？,0,1,1
所以这个是被参照关系，嗯专业表是被称的东西，学生表是参照的，,0,0,1
就学生表里面外嘛要去参照，专业表里面有专业化，啊还有没有？,0,0,1
专业关系是被参照关系，学生关系是参照关系。,0,0,1
关键就在里面有关系代数和关系，因为这两者是完全等价的，啊所以我们关系再。,0,0,2
好，我们来看关系代数要知道它的运算的对象是关系，,0,0,1
运算完了以后这个结果是关系，那么关系代数它分两大类，啊它的运算有两大类，,0,0,1
用传统的集合运算和专门的关系运算，,0,0,1
相应的运算比我们来熟悉一下，啊传统机构应该有b,0,0,1
并销差二级专门的关系预算，预算服务这个是希腊字母s,0,0,1
是一个码是吧？,0,0,1
快投影预算，这个是有点像有点像这个那个谁，,0,0,1
我们书上有一个数据数据，数据的方式，但是但是啊但是,0,0,3
关系代数我刚才说了分两大类传统的，集合运算思考，,0,0,1
啊并交叉点二级专门的关键预算4种,0,0,1
投影选择连接，所以一共是8种预算。,0,0,1
这8种预算对我们来说，我们是要求大家掌握的知识点，所以大家要记得去,0,0,1
停一下。,0,0,1
啊好，我们重新看第一个两个关系的并运算，两个关系的并运算，对这两个关系,0,0,1
我们是要有前提的，啊什么样的关系可以做病？呢,0,0,1
那么这两个关系要有相同的木，还记得这个木是什么吗？属性的个数要一样，而且是,0,0,1
对应的属性，注意啊对应的属性和它的第一个属性，它的一个属性对应的属性来自于,0,0,1
同一个月这样的两个关系，那我们说才能做运算，啊,0,0,1
两个关系并不注意它的符号，向上上面一样的，啊,0,0,1
得到的结果是什么？,0,0,1
呢这个公式可以看得看得懂得到的结果是一个t的结合法，,0,0,1
t是什么？原主。,0,0,1
我们原主用t一般原主用标关系里面原主用t来表示，,0,0,1
也就说他得到的结果仍然是一个关系吧是一个新的关系，,0,0,1
新的关系里面这个原图t这里也是啊 T属于什么？R,0,0,1
 t属于r这个是一个什么符号？逻辑运算符，或者或者或者,0,0,1
 t属于r或者t属于什么？S,0,0,1
那么我们光看这个公式呢可能还是有点抽象，我们来看一下这个例子，啊,0,0,1
大家看这是我们书上给的两个关系r和s它的木是不是一样的？,0,0,1
对应的属性来自于呃这个 a都是a一取的n是吧？这是b区的bn，,0,0,1
这两个关系说并我们来看看它得到一个新的关系，仍然属性还在ABC，吧唉你看ABC，,0,0,1
那么原主是什么？呢两岸关系的病，它的原主大家看一下，应该我们,0,0,1
从他的字意上来分析，就是把这两个关系的原原主观合在一起，吧,0,0,1
是不是？好，那2个关系元素合在一起不是有6个吗？不是4个吗？,0,0,1
唉其中有两个是相同的，啊两个表你看啊,0,0,1
那两个a这个 A1、b2、c2这个表也有吧 a1、b2、c2，,0,0,1
两个完全相同的一个新的表现，是不是要去掉一个重复的两组吧唉,0,0,1
不能允许有两个完全相同关系的系，我刚刚讲是吧，要去掉一个还有一个相同的呢,0,0,1
 a二、b2、ca2、b2、c是吧？,0,0,1
所以去掉2个重复的话，实际上只有4个，,0,0,1
对吧？这是两个关系。,0,1,0
啊注意这个病的运算对应到我们实际的对数据库操作，你们实际上就是操作应该对应什么错，,0,0,1
比如说我一个学生表是吧？学生表里面我已经有两两,0,0,1
各原组就是有两个学生的信息了对吧？我现在还要插入两个学生插入进去是吧？,0,1,0
差距我把要插入的作为什么表？S表，吧,0,1,0
原来那个是叫什么？R表对不对？唉那么如果我要参与全身信息这个表，r表里面有，,0,1,0
那我们就取一个嘛是不是？如果没有就把它怎么并进去，嘛它的属性个数是一样的，吧,1,1,0
唉对应的手术来做。,0,0,1
所以我们在实际操作里边对数据库里面表操作过，我们的插入数据的操作，,0,0,1
实际上它在做什么运算？好，两个关系的差，它的符号是我们数学上的解号，啊但是要理解它,0,0,1
好的意思。,0,0,1
两个关系的差，那么这两个关系同样要满足我们称为声音所有的条件。啊,0,0,1
就是第一，它的度要相同，第二对应的属性来进行做差。,0,0,1
两岸关系的差差的公式，它的得到的新的关系这个原主是什么？这是属于阿尔法,0,0,1
这个符号,0,0,1
以唉而且同时同时告诉,0,0,1
那我可不可以通俗的讲就是这个得到的新的两岸关系差，得到的结果是这个原主是r有的,0,0,1
 s没有，对吧？R里面有的s里面，那么大家看一下r里面有的s里面没有应该的。,0,1,0
第一个ABC，s里面有没有？没有。作为它结果是吧？下面a1、b2、c2,1,0,1
有，a2、b2、c也有，那就r里边三个，哪一个是s里面？就是这个,0,0,1
对不对？所以在网络上,0,1,1
好，我们把它对应到实际操作里面，唉同学就说删除你比如说我要把要删除的，这个,0,0,1
我把要删除的这个作为SS关系，对吧？唉要删除这个 A关系，那么,0,1,0
那我在r表里边要删除掉两元组的话，我把这个作为,0,0,1
 s关系做差运算，那么二和s的差剩下来的就是我们不需要三个数字，对吧？,0,1,0
学生表里面也是这样，比如说我有三三条学生，啊一个信息三行，,0,0,1
我要删掉两个学生的信息，我把这两个学生信息看成是s码，,0,0,1
对吧？,0,1,0
那就把原来那个表作为r和s做差异的结果，就是这个是两个关系的,0,0,1
长，啊两岸关系的交，这个大家也好理解，啊嗯,0,0,1
两岸关系的教，我们在呃中学里面学这个数学的时候，,0,0,1
啊比如说两个集合，a和b他们的交易应该是什么？应该是他们这个共有部分，是不是？啊,0,0,1
好，两个关系的交易也是这样，两个关系同样要满足这两个前提，哈那就是说得到一个新的关系，,0,0,1
亲的关系里面的这个原主是什么？呢既要属于r且同时也要属于什么？,0,0,1
就是两个关系共有。,0,0,1
那么从这个例子来看，应该得到结果是什么呢？,0,0,1
应该是这两个关系都有的元素，啊那就是a1、b2、c2、a2b2什么？,0,0,1
对吧？行，啊你们叫注意啊这个交运算是非基本运算，,0,1,0
你看没有他可以完全有这个什么？有这个差异方面拿出来。,0,0,1
大家看我们书上这个例子，你看验一下，用我这个例子验证一下，看是不是的。,0,0,1
我们说到这个例子，r和s的差得到结果是什么？呢得到结果是什么？说错了，,0,0,1
RS的差得到结果是什么？,0,0,1
Abc，吧啊然后再把ehe和这和他的那个 Abc在做差，呢,0,0,1
那就是r里面有不是a一b一c一的那两个对不对？这两个是不是两个都骄傲，对吧？,0,2,0
好，至于这个公式的推导，我在这里不推了，下去以后来继续推一下，,0,0,1
证明一下啊举证，好。,0,0,1
第4个运算,0,0,1
成为这个卡尔吉哈两个关系的地卡级，前面我们在讲关系定义的时候我们讲的,0,0,1
啊对不对？这是n跟u上，啊这是两个关系，两个关系做底盘的时候注意它不需要前面,0,1,0
两个前提，,0,0,1
前提啊就是说这两个关系可以是任意两个关系，就是它的度啊不需要是,0,0,1
相同的，那么我们可以啊认为一个是登录，一个是m,0,0,1
然后呢这两个关系偶尔是有k的原则，啊 s是有1.2的，,0,0,1
他们从底盘级得到的新的关系背叛，这个能看懂吗？,0,0,1
得到的新的关系，它这里没有直接用t表示，,0,0,1
而把那个 t分成了两个是吧？一个是TR一个TS,0,0,1
 TR是属于什么？原来的r关系。Ps是属于原来什么？Ps啊,0,0,1
还是有点抽象，我们来看例子，啊来看从这个例子来看啊从这个例子来看，两岸关系，嗯,0,0,1
但他他这给的例子是它的度是一样的，对不对？嗯我们把这个看成是单这个是m,0,1,0
他得到新的关系，首先我们确定属性属性有多少个？,1,0,0
新的关系里面属性有多少个？6个，是不是相当于是n加上m吧,0,0,1
唉那么因为它这个属性名是一样的，注意啊我们在,0,0,1
数据库里边，如果属性名是一样，前面要带上它的关系，,0,0,1
啊你比如说are点a表示r里面的ay属性，这个是ess点as点，,0,0,1
嗯你像我们那个学生表里面学号和那个 S4e表里学校是相同的，对不对？,0,1,0
如果你写在一起，你要写个丢的点，so,0,0,1
嗯这个 SC点，sm啊如果出现在同一个关系，我我想嗯,0,0,1
好它的原主大家看一下原主，原主你看这前三个,0,0,1
前三行是不是r关系里面的第一个元素，分别和s里面的三个元素进行组合？,0,0,1
吧,0,0,1
是这样，吧嗯那么中间的三行是r里面的第二个元组，,0,0,1
分别和s里面的三个原本进行组合是吧？,0,0,1
最后三行是r里面的第三个原主应该是都一样，啊,0,0,1
 r里面的第三个元素分别和s里面的单位里面，所以每一行来看，我们回到那个公式，,0,0,1
每一行来看它是不是这一部分是kr吧这部分是什么？,0,0,1
Ps对不对？好，你再回到那个公式看，这就好理解了。大家看这公式啊公式，,0,1,0
这个 t是不是分了两部分？嘛是吧？Gps、啊这是、TS对不对？,0,1,0
唉两个组合，而成的嘛两个圆组串接嘛对吧？唉 Pr除以r同时ps，,0,1,0
这就是他。,0,0,1
嗯那么4个传统集合运算，我们把它讲，啊,0,0,1
那个呃如果我们把它改变成一个规律的话，,0,0,1
两个关系r和s做抵抗力得到新的关系新的关系的属性，,0,0,1
应该是n加m对不对？原主是k1乘以什么？,0,1,0
K二吧唉像刚才都得了9个元33个9。,0,0,1
我自从专门的关系预算，,0,0,1
首先我们看选择运算选择运算哈选择运算的运算服务，,1,0,0
我刚才说了应该是希腊字母的西格玛，前面我们的运算都是两个关系之间的运算，对吧？,0,1,0
选择预算是对一个关系对一个关系括号里的一个啊对一个关系做选择运算。,0,0,1
这个码下面有个下标，ff是一个什么？呢是一个逻辑表达式，,1,0,0
逻辑表达式里面可以是呃这个关系r关系里边的属性里，有,0,0,1
还有常量，还有一些运算服务啊预算服务，,0,0,1
像这个实际上就是一些教育上啊教育上图，,0,0,1
比如说大于啊小于啊大于等于小于等于啊，等于啊不等于啊是吧？,0,0,1
好，我们来看得到一个新的关系，,0,0,1
得到新的关系里边的原主是什么？呢首先这个原主是来自于这个 R的，对不对？,1,1,0
唉是r里边挑选出来的，,0,0,1
它能够挑选出来这个原主能够使得这个逻辑表达式为什么为正，,0,1,0
就是满足这样一个条件，对条件成立啊使得条件成立的这样的一些援助把挑选出来。,0,0,1
比如说我们书上有个例子，啊我们直接来看，这个是书上的一个例子，查询在,0,0,1
学生表里面查什么？查信息系的全体学生条件是什么？,0,0,1
因为学生表里面来自于各种不同的院系，所以它的条件是,0,0,2
学生所在的系等于什么？限制性。所以你看这个表达式写啊,0,0,1
是一个吗？后面的关系是丢在括号里面，啊对。,0,0,1
这个是一个码的，校标是一个逻辑表达式，,0,0,1
这个是一个属性名，学生所在的系s的判断对吧？等于信息写它的值，,0,1,0
信息系is这个地方我要提醒大家注意，啊在数据库,0,0,1
的这个语言写的里边，啊凡是字符型的常量要打上定界符通。哈,0,0,1
啊就我们上机的时候，我们要像我们下一次上机我们就要用到就行。啊,0,0,1
嗯而且的话他是呃因为以往的学生在上地的时候，他打了单以后他还出错，啊怎么都不对，,1,1,1
结果是什么原因？,0,0,1
呢就是这个单引号是英文啊英文这个单中文的方式来这里啊,0,0,1
字符型的常量。你像这个年龄它是在数字型的常量数字型的常量，不需要要定金，,0,0,1
不要啊字符型的常量，你比如说这个性别等于难这个难要打上对吧？,0,1,1
唉写的表达式里面比较导向，啊,0,0,1
像这个姓名它也是也是一个常料嘛对不对？比如说张力对吧？还有学凤，,0,2,1
我们说了，啊,0,0,1
凡是人员的编号在数据库里面，我们放在啊放数据的时候，,0,0,1
我们人员的编号我们一般都是用字符写，而不用这个,0,0,1
整形啊或者什么数字型，啊因为用数字型的话，它可能你这个位数比较大，像我们的学号是10位是吧？,0,0,1
那就是,0,0,1
10亿的费用数很大，但是没有必要，啊因为你也不会做对学号做统计，啊,0,0,2
你不会说求和吧学生学号求和学号的平均值，不会对不对啊，,0,1,0
所以我们就用字符唉就用这个，那么它就是一串数字制度对吧？,0,1,1
一串数字就是r这个字符0这个字符数字字符出来是不是啊唉可以了，啊,0,0,1
那么像这个的常态你应该拿单，啊好，我们再来看一个例子，啊下面这个例子下面这个例子是,2,0,0
还是对student关系做选择预算，对吧？,0,1,0
唉我选择一个他的条件是什么，呢选什么样的学生出来呢，,0,0,1
就是有的时候我查查询的信息，我不需要查所有学生对不对？,0,1,0
我要根据我的条件来，我要查年龄小于20岁的，不管是哪一个专业的对不对？也不管他的性别是什么，,0,1,0
只要是年龄小于20岁的这样的学生把他查询出来，那么我从我们那个表里面查了有几个就是结果是吧？,0,0,1
有三个学生满足这个条件嘛唉三个学生，,0,0,1
噢我可不可以这样说，选择运算是对一个关系的横向的选择，是不是？是对一个关系横向的选择，,0,0,1
就是我们我们用一个图示来表示的话，哈用一个图示来表示，大家看是不是应该这样一个,0,0,1
大家看是不是应该这样一个关系？,0,0,1
这样一个就是说这是原来的r关系是吧？,0,0,1
打阴影的原主是满足条件的原主，那么我把它做c个码运算，是不是把它反应上来怎么,1,1,0
唉就像横向的切割出来的一样是吧？,0,0,1
选择一下等一下，唉这个是为了,0,0,1
嗯对比，我们待会要讲这个预算是一种纵向的，,0,0,1
那么我们下面要讲的这个预算投影运算它是一种对关系的纵向投影预算的预算服务是派，,1,0,0
对它也是对一个关系进行预算，它的下标注意啊,0,0,1
下标a是你要投影的属性序列，嗯你要投影的属性，就是有的时候我们,0,0,1
啊一个关系里边我不需要那么多的属性，,0,0,1
比如说学生关系，我只需要学生姓名和他所在的专业就可以了是吧？,0,0,1
那么这种情况下我们就要做一个投影，你想啊这个小标a是可以是一个属性区别，就是可以是,0,0,1
啊 a啊 a啊啊如果是一个序列就是逗号分得开逗号，我们看这个例子，啊,0,0,1
这个例子首先我们看它的查询，啊,1,0,0
查询是要查什么，他的要求是我在学生表里面查姓名和所在的信号，,0,0,1
所以他怎么写呢派,1,1,1
做投影仪算sq的下标写上我需要的属性，投影出来的属性，一个是什么？,0,0,1
S内一个是什么？,0,0,1
这个运算的结果仍然是一个关系，吧唉仍然是一个它只有两两个属性，,0,0,1
所以这个写法上啊还可以这样写，我们书上没有没有明确说，但是我们上机的时候可以可以,0,0,2
同样这个写的时候不太丢的，这个上面我可以写上,0,0,1
啊姓名在学生表里面是第几列？,0,0,1
呢第第二列对吧？所在的系。,0,1,0
呢,0,0,1
第5页，啊,0,0,1
比如说我这个派的下标，我可以不写属性名，我写上这个属性，在这个表里边的,0,0,1
序列号也可以啊也可以这个大家上去这里可以一起噢再往下再往下的这个,0,0,1
这个投影运算是在student这个表里边，它是投影了一个属性，嘛什么属性？啊,0,0,1
所在的系，这是他得到的结果。我们看得到的结果有几个原则，啊三行。,0,0,1
但是原来那个表里面是几个月？这个为什么现在三个？因为,0,1,2
他有两个学生是同一个系，对不对？,0,1,0
那么你投影出来有两个重复的，原组吧去掉一个重复的啊去掉一个重复的，,0,0,1
这说明一个什么问题？,0,0,1
就是我们在做投影运算的时候啊对关系做投影运算的时候，,0,0,1
不仅是它纵向就是列减少了，有可能它的行也会减少，,0,0,1
原因是我去掉了一些裂以后，它出现了重复的它是吧？,0,0,1
那么这个时候我们就要去掉重复去掉，这个也是我可以写上序列号，这个 Pad下面可以写上什么？,1,0,0
写上什么？5啊一样啊这个投影运算和选择运算，,0,0,1
是我们对应到我们实际操作的事情，查询啊是查询，,0,0,1
包括这个以卡尔吉以卡以及我们马上讲连接预算的时候就要,0,0,1
连接意义上也是一种查，连接和除都是查询啊都是查询操作查询操作。,0,0,1
其中这个连接和除我们放在下一次课给大家讲，,0,0,1
这两个运算应该是我们关系代数里边的技术，,0,0,1
啊像连接运算是既是重点又是难点，像储运算是难点，比较难理解。,0,0,1
这个预算图连接预算的预算图看，啊但是,0,0,1
一个这个叉两边把它封口，啊两边把封口，两个关系r和s,0,0,1
做连接运算。那么这个下面的a和BA是代表,1,0,0
 r关系中的属性值，就是r里面的某个属性或者是属性，,0,0,1
然后b呢是代表s里边的某个属性或者属性组合，它们之间存在一种c塔关系，,0,0,1
嗯这个实际上是什么呢比较原则就是说可以是大于啊,0,0,1
啊等于啊小于啊啊等等这些啊就是存在这样一种关系。,0,0,1
好，,0,0,1
那么这个连接运算的这个结果，呢,0,0,1
这样看可能大家一开始还不太好理解，看这个形势有点跟那个迪卡尔吉有点类似，,0,0,1
啊我们把它分解一下，连接预算它不是基本，它可以分解，为什么呢我们把它分解一下？啊,0,1,0
两个关系，r和s的连接运算，我们把它分解为,0,0,1
首先第一步是做两个关系的抵抗二级，,1,0,1
这是我们前面学的是吧？唉在第二级的基础上做选择运算，,0,0,1
选择的条件是ac它b成立，嗯这样的满足这样的原则，,0,0,1
我们把它,0,0,1
选择出来，这叫两个关系的连接。,0,0,1
嗯这样说起来可能还是有点抽象，我们看一下书上的例题啊看一下书上的例题，嗯看一看,0,0,1
书上给的两个关系对吧？,0,1,0
R和s那么这两个关系做连接计算，啊,0,0,1
首先我们要做的连接是iPad嗯看这个连接运算，r和、s,1,0,0
他做了什么连接运算？,0,0,1
呢就是r里边的 C这个属性，r里边的c这个属性，,0,0,1
r里边的c这个属性要它的值要小于什么？S里边的e属性值，,0,0,1
噢我们分两步走，我们先做笛卡尔级，,0,0,1
两岸关系做抵抗二级，请问一下得到的新的关系属性是多少？我想想不抵抗,0,1,0
这2个关系做的地块属性是5个属性对吧？属性是这2个关系的属性和嘛那么就是r,0,1,0
因为b两个关系都有，所以我们就r点b是吧？Cs点b,0,0,2
啊得到的原主个数多少？,0,0,1
二十四五20这4个，这5个四五20个，,0,0,1
那你说,0,0,1
它的每一个圆柱分别和这5个进行组合，吧好，我们先看第一个和x镜组合的时候，,0,0,1
哪一个是满足c的值小于1的值？,0,0,1
那就是5和7连过去是吧？,0,0,1
5和10连过去，这两个是满足的，对不对？其他的我们不要了，唉我们只挑选出什么？唉满足这个条件的。,0,1,0
好，这就得到两个，对不对？啊唉,0,1,0
那么就是我们这个结果里边，你看是不是57对吧？50。嗯,0,1,0
好，再来看r里边的第二个原组，连接过去，要c的值小于一的值n,0,0,1
也是7，对不对？X什么10啊也是70，来看6什么7？,0,1,0
12，再来第三个r里边的第三个原主c的值是8，,0,0,1
小于1的值，然后就要小于1的值，那就是10，对吧？,0,1,1
那么最后一个c的值是12，连过去以后都比它大，对吧？,0,1,0
那么就都不管是不是，我们只要小于c小于d的，所以最后两个关系,0,0,1
做小于零这件事，啊,0,0,1
这个连接我们称为小于连接，小于连接以上，得到了新的关系，这是结果。,0,0,1
两岸关系连了以后得到的结果,0,0,1
啊就是就是这样一个新的关系。,0,0,1
好，我们继续这个是,0,0,1
等值连接的情况啊等值连接情况，这个错过来了，啊大家可以看书，这个符号在这里,0,0,1
等值连接它的连接的条件是r关系的b属性,0,0,1
和s关系b属性相等的时候连接过去，啊相等的时候链接过去。,0,0,1
那么,0,0,1
我们来看一下同样的道理，还是把分两步先做抵抗二级。,0,0,1
好，切入抵押协议还是第一个原主分别和他连，对不对？但是他连的条件,0,1,2
相同的属性上面都等着连接那就说。,0,0,1
这个第一个原主的b的值是b一，对不对？,0,1,1
连过去哪一个b的值和它是相等的？,0,0,1
一个是b一，就是一个b3，对吧？唉 B三。好，那么这个这个第二个b二连过去，呢,0,1,0
 b27也是一个对，吧 b三连过去，b三连过去有两个和它相等的，对不对？呀,0,1,0
噢 B2也有唉 b2也有两个，b3也有两个，对不对？结果啊,0,1,0
结果第二只有一个，我们书上是书上b2应该是应该是b5对吧？,0,1,0
Ppt上面敲错了，b5连过去没有相等是吧？唉 Bb一连过去一个，b2连过去一个，,0,0,1
第三题目去掉，这个是等值连接的情况，,0,0,1
相同的属性上面做等值连接。,0,0,1
好，大家看这个结果看一下，啊,0,0,1
这个结果里面是不是有两个完全相同的事情，对对吗？嗯,0,0,1
在这个基础上，如果我们去掉一个重复的属性列，我们得到的结果那么就是属性，,0,0,1
ABCD,0,0,1
 ABC，是吧？Abc。唉,0,0,1
那么这种去掉一个重复属性得到的连接，我们称为自然，,0,0,1
啊就自然连接，我再说一遍什么是自然连接呢两个关系，,0,0,1
在相同的属性，首先它要存在相同的属性啊相同的属性上面做等值连接，,1,0,0
完了以后去掉一个重复的属性里，这个叫做自然。,0,0,1
那么问题就来了，有同学会问为什么,0,1,0
要特别提出来自然连接？因为我们在实际应用里边，两岸关系进行查询的时候，我们做的,0,0,1
就是自然界比如说啊大家看我们那个50页这个第52页，,0,0,1
52页是我们这个教材里边啊举例子用到的三个关系，啊,0,0,1
比如说我要在这个这个数据库三个关系，啊我要查嗯,0,0,1
学生的姓名以及他选课的课程号和成绩。,0,0,1
那么,0,0,1
注意大家听我的查询，我这个查询涉及到几个表，,0,0,1
我要查学生的姓名以及他选课的课程号，没有做课程名啊课程号和成绩，,0,0,1
两个对吧？唉他怎么样做的？呢,1,2,0
成绩是在SC表里面对不对？他成绩可以看得到哪一个学号选哪一个课程好，什么成绩是对的，,0,1,0
但是我的要求里边是要学生姓名对不对？那么他就通过这个学号连到student这个表，,0,1,1
这两个表相同的属性是什么？学生。,0,0,1
然后大家看SCI表里面的这个学号连过去，对吧？,0,1,1
连过去的时候他是不是只找和他学号相等的连呢才有意义？吧,0,0,1
121和1210他才是他的姓名，嘛他121和1220有没有实际意义啊？,0,0,1
没有对不对？所以要相互促进相等，这个情况连回去。,0,1,1
连过去的话，大家看121连过去SC表有三个，121连过去就有三个对不对？,0,1,0
唉然后呢12有两个连过去是吧？,0,0,1
一共是5个5个原组，多少个属性？填过去，这边5个属性，这边3个属性，,0,0,1
8个属性，然后去掉1个因为我们连过去2个学号也会必要，呢没有必要,0,0,2
去掉一个完全重复的学号，对不对？啊这个就是自然的，对。,0,1,0
所以我们在实际应用查询的时候是就是,0,0,1
这就是我们年均预算，大家要掌握啊年均预算，它有这个不管是什么年均预算，你把它分解为,0,0,1
两步，第一步先是两个关系做抵抗二级，,0,0,1
完了以后在抵抗二级的基础上，用连接条件做选择运算，,0,0,1
但是特别要提出来的是,0,0,1
自然连接是在相同的属性上面做等值连接完了以后去掉一个红色的属性，,0,0,1
关于这个外连接呢我们对大家的要求是理解就可以了啊我们不作为掌握的，,0,0,1
没有初学者啊不要搞多了，那么我们的重点放在自然语言。,0,0,1
啊下面我们看除运算，刚才我说了，除运算是我们这个关系代数里边,1,0,0
比较难理解，那么他的这个啊对公式，,0,0,1
这同时我们在讲完例题，我们来回过头来理解，啊但是我们要明首先要明白清楚一个概念，啊,1,0,1
这个 Yx是什么意思？呢是,0,0,1
 x在r中的相机，所以我们把这个相机要搞清楚，啊我们叫相机。,0,0,1
大家看我们书上给的这个例子一天2.9，啊一天2.9，,0,0,1
首先我们来看书上给的这个例子的r和s这两个关系，我们做除运算，这个是得到的三,1,0,0
新的关系啊是他们的商这两个关系有没有相同的属性？这两个关系有没有相同的属性？,0,0,1
Bc对不对？相同，啊那么我们把这个关系分成两部分，我们这个相同的属性我们用y表示，,0,1,0
这个也是y对不对？,0,1,0
这剩下的部分用z这个剩下的部分用x,0,0,1
好，那么r表里面x的相机，我们来这样看，啊在r表里边我们,0,0,1
投影出除了相同的属性以外的，这个,0,0,1
除了相同的属性和来自相同的属性，我们投影出来是什么？还有属性是吧？投影出来以后它自,0,0,1
去掉重复的值，吧那么投影出来a是有几个值？,0,0,1
A1到a4对不对？A1a2a34。好，我们再回到这个关系里面，我们来找,0,1,0
和ae相对应的BC的值和ae相对应的BC的值，那就是有那个还有这个,0,0,1
还有这个是吧？那就是b1c2、B2C3、b2c1，这就是它的相机，,0,0,1
啊这是ae的香，啊 Ae的像我们用yx表示,0,0,1
同样道理，我们找出a2的相机，大家看一下，a2的相机是b3、c,0,0,1
还有B2C3，a3的相机b4c6，没有了是吧？,0,0,1
然后a4的相机，b6c6。,0,0,1
好，再回到这个储物关系，这是倍数关系，储物关系里边,0,0,1
我们仅仅看相同的这两个属性，相同这两个属性基础三组织,0,0,1
它会被包含在哪一个相机里面？,0,0,1
这三组值可以包含在哪一个相减？A一对不对？所以a一就是它的三嗯这个意思，,0,1,1
这是除运算啊 ae就是三。,0,0,1
好，我们来看实际例子，啊多看几个，我们再来再回过头来看他的这个定义。这个是我们刚才找的,0,0,1
 a1的相机，是不是？啊 A2的相机，a3的相机，a4的相机。那么除关系,0,0,1
在相同的数据上得到三组值，对不对？这个是被包含在哪一个相机里面？包含,0,1,0
